viability,smiles,Formulation,Ionizable_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Helper_lipid_ID,Ionizable_Lipid_to_mRNA_weight_ratio,Comment,Lipid/Cells,mRNA/Cells,Lipid_name,Num_tails,Num_carbon_in_tail,MolWt,num_unsaturated_cc_bonds,num_protonatable_nitrogens,Experiment_ID,Cargo_type,Model_type,Experiment_weight,Sample_weight,unnormalized_delivery,toxicity_class,unnormalized_toxicity,Helper_lipid_ID_DOPE,Helper_lipid_ID_DSPC,Helper_lipid_ID_MDOA,Cargo_type_mRNA,Cargo_type_siRNA,Model_type_A549,Model_type_DC2.4,Model_type_HeLa,Model_type_HepG2,Model_type_IGROV1,Model_type_MDA_MB,paper_link
1.0,CCCCCCC(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)CCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a2-6,2.0,6.0,6.141312411659964,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,100.64,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCC(C)C(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)C(C)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a2-6b,2.0,5.0,6.141312411659964,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,102.65667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCCCCC(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)CCCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a2-7,2.0,7.0,6.199934972709498,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,100.85333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.98503,CCCCCC(C)C(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)C(C)CCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a2-7b,2.0,6.0,6.199934972709498,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,98.50333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCC(CC)C(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)C(CC)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a2-7b2,2.0,5.0,6.199934972709498,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,100.59333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCCCCCC(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)CCCCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a2-8,2.0,8.0,6.255310405780225,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,103.85667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.99583,CCCCC(C)CCC(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)CCC(C)CCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a2-8b,2.0,7.0,6.2280059451041465,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,99.58333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCCCCCCC(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)CCCCCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a2-9,2.0,9.0,6.307779629309987,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,100.73,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCCC(C)CCC(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)CCC(C)CCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a2-9b,2.0,8.0,6.307779629309987,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,102.96333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCC(CC)CCC(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)CCC(CC)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a2-9b2,2.0,7.0,6.307779629309987,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,100.97,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCCN(C)CCN)c(OC(=O)C(C)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a3-6b,3.0,5.0,6.384914427262922,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,101.79667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCCC)c(CNCCN(C)CCN)c(OC(=O)C(C)CCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a3-7b,3.0,6.0,6.4534911316651575,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,100.75333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCC(CC)C(=O)Oc1cc(OC(=O)C(CC)CCCC)c(CNCCN(C)CCN)c(OC(=O)C(CC)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a3-7b2,3.0,5.0,6.4534911316651575,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,100.77075,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCC(C)CCC(=O)Oc1cc(OC(=O)CCC(C)CCCC)c(CNCCN(C)CCN)c(OC(=O)CCC(C)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a3-8b,3.0,7.0,6.517665364475323,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,100.90667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCC(CC)CCC(=O)Oc1cc(OC(=O)CCC(CC)CCCC)c(CNCCN(C)CCN)c(OC(=O)CCC(CC)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,1-a3-9b2,3.0,7.0,6.57796844517196,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,103.24333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCCCC(=O)Oc1cc(CNCCCN(C)CCCN)cc(OC(=O)CCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a2-6,2.0,6.0,6.199934972709498,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,101.11667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCC(C)C(=O)Oc1cc(CNCCCN(C)CCCN)cc(OC(=O)C(C)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a2-6b,2.0,5.0,6.199934972709498,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,102.56667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.99427,CCCCCCCC(=O)Oc1cc(CNCCCN(C)CCCN)cc(OC(=O)CCCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a2-7,2.0,7.0,6.255310405780225,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,99.42667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.9853,CCCCCC(C)C(=O)Oc1cc(CNCCCN(C)CCCN)cc(OC(=O)C(C)CCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a2-7b,2.0,6.0,6.255310405780225,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,98.53,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCC(CC)C(=O)Oc1cc(CNCCCN(C)CCCN)cc(OC(=O)C(CC)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a2-7b2,2.0,5.0,6.255310405780225,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,100.86333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.9537,CCCCCCCCC(=O)Oc1cc(CNCCCN(C)CCCN)cc(OC(=O)CCCCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a2-8,2.0,8.0,6.307779629309987,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,95.37,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.9694,CCCCC(C)CCC(=O)Oc1cc(CNCCCN(C)CCCN)cc(OC(=O)CCC(C)CCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a2-8b,2.0,7.0,6.281889105505015,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,96.94,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCCCCCCC(=O)Oc1cc(CNCCCN(C)CCCN)cc(OC(=O)CCCCCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a2-9,2.0,9.0,6.357632539144237,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,102.28,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCCC(C)CCC(=O)Oc1cc(CNCCCN(C)CCCN)cc(OC(=O)CCC(C)CCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a2-9b,2.0,8.0,6.3576325391442365,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,100.23,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.99493,CCCCC(CC)CCC(=O)Oc1cc(CNCCCN(C)CCCN)cc(OC(=O)CCC(CC)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a2-9b2,2.0,7.0,6.3576325391442365,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,99.49333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.97837,CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCCCN(C)CCCN)c(OC(=O)C(C)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a3-6b,3.0,5.0,6.431150711400382,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,97.83667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.97277,CCCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCCC)c(CNCCCN(C)CCCN)c(OC(=O)C(C)CCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a3-7b,3.0,6.0,6.496728231928309,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,97.27667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.95473,CCCCC(CC)C(=O)Oc1cc(OC(=O)C(CC)CCCC)c(CNCCCN(C)CCCN)c(OC(=O)C(CC)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a3-7b2,3.0,5.0,6.496728231928309,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,95.47333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.98247,CCCCC(C)CCC(=O)Oc1cc(OC(=O)CCC(C)CCCC)c(CNCCCN(C)CCCN)c(OC(=O)CCC(C)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a3-8b,3.0,7.0,6.558268722283239,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,98.24667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.9813,CCCCC(CC)CCC(=O)Oc1cc(OC(=O)CCC(CC)CCCC)c(CNCCCN(C)CCCN)c(OC(=O)CCC(CC)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,2-a3-9b2,3.0,7.0,6.616240537896846,0.0,3.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,98.13,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCCCC(=O)Oc1cc(CNCCN2CCN(CCN)CC2)cc(OC(=O)CCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a2-6,2.0,6.0,6.253334458633961,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,101.07,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCC(C)C(=O)Oc1cc(CNCCN2CCN(CCN)CC2)cc(OC(=O)C(C)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a2-6b,2.0,5.0,6.253334458633961,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,104.19667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.99713,CCCCCCCC(=O)Oc1cc(CNCCN2CCN(CCN)CC2)cc(OC(=O)CCCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a2-7,2.0,7.0,6.305904780362723,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,99.71333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.9782,CCCCCC(C)C(=O)Oc1cc(CNCCN2CCN(CCN)CC2)cc(OC(=O)C(C)CCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a2-7b,2.0,6.0,6.305904780362723,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,97.82,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCC(CC)C(=O)Oc1cc(CNCCN2CCN(CCN)CC2)cc(OC(=O)C(CC)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a2-7b2,2.0,5.0,6.305904780362723,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,102.57333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCCCCCC(=O)Oc1cc(CNCCN2CCN(CCN)CC2)cc(OC(=O)CCCCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a2-8,2.0,8.0,6.35584894667675,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,101.62,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.9689,CCCCC(C)CCC(=O)Oc1cc(CNCCN2CCN(CCN)CC2)cc(OC(=O)CCC(C)CCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a2-8b,2.0,7.0,6.331188633586798,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,96.89,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.94443,CCCCCCCCCC(=O)Oc1cc(CNCCN2CCN(CCN)CC2)cc(OC(=O)CCCCCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a2-9,2.0,9.0,6.403416900796057,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,94.44333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.97023,CCCCCC(C)CCC(=O)Oc1cc(CNCCN2CCN(CCN)CC2)cc(OC(=O)CCC(C)CCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a2-9b,2.0,8.0,6.403416900796057,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,97.02333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.92613,CCCCC(CC)CCC(=O)Oc1cc(CNCCN2CCN(CCN)CC2)cc(OC(=O)CCC(CC)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a2-9b2,2.0,7.0,6.403416900796057,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,92.61333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.90517,CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCCN2CCN(CCN)CC2)c(OC(=O)C(C)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a3-6b,3.0,5.0,6.473757971495338,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,90.51667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.92677,CCCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCCC)c(CNCCN2CCN(CCN)CC2)c(OC(=O)C(C)CCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a3-7b,3.0,6.0,6.536684351188239,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,92.67667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.9388,CCCCC(CC)C(=O)Oc1cc(OC(=O)C(CC)CCCC)c(CNCCN2CCN(CCN)CC2)c(OC(=O)C(CC)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a3-7b2,3.0,5.0,6.536684351188239,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,93.88,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.93083,CCCCC(C)CCC(=O)Oc1cc(OC(=O)CCC(C)CCCC)c(CNCCN2CCN(CCN)CC2)c(OC(=O)CCC(C)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a3-8b,3.0,7.0,6.595884333708467,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,93.08333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.8946,CCCCC(CC)CCC(=O)Oc1cc(OC(=O)CCC(CC)CCCC)c(CNCCN2CCN(CCN)CC2)c(OC(=O)CCC(CC)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,3-a3-9b2,3.0,7.0,6.651774695397254,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,89.46,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.89563,CCCCCCC(=O)Oc1cc(CNCCCN2CCN(CCCN)CC2)cc(OC(=O)CCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,4-a2-6,2.0,6.0,6.305904780362723,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,89.56333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.9692,CCCCC(C)C(=O)Oc1cc(CNCCCN2CCN(CCCN)CC2)cc(OC(=O)C(C)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,4-a2-6b,2.0,5.0,6.305904780362723,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,96.92,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.91767,CCCCCCCC(=O)Oc1cc(CNCCCN2CCN(CCCN)CC2)cc(OC(=O)CCCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,4-a2-7,2.0,7.0,6.35584894667675,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,91.76667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCCC(C)C(=O)Oc1cc(CNCCCN2CCN(CCCN)CC2)cc(OC(=O)C(C)CCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,4-a2-7b,2.0,6.0,6.35584894667675,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,104.55667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCC(CC)C(=O)Oc1cc(CNCCCN2CCN(CCCN)CC2)cc(OC(=O)C(CC)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,4-a2-7b2,2.0,5.0,6.35584894667675,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,100.87,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.97487,CCCCCCCCC(=O)Oc1cc(CNCCCN2CCN(CCCN)CC2)cc(OC(=O)CCCCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,4-a2-8,2.0,8.0,6.403416900796057,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,97.48667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.96907,CCCCC(C)CCC(=O)Oc1cc(CNCCCN2CCN(CCCN)CC2)cc(OC(=O)CCC(C)CCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,4-a2-8b,2.0,7.0,6.379915735856887,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,96.90667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCCCCCCC(=O)Oc1cc(CNCCCN2CCN(CCCN)CC2)cc(OC(=O)CCCCCCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,4-a2-9,2.0,9.0,6.448824518624765,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,102.34,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.92323,CCCCCC(C)CCC(=O)Oc1cc(CNCCCN2CCN(CCCN)CC2)cc(OC(=O)CCC(C)CCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,4-a2-9b,2.0,8.0,6.448824518624765,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,92.32333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCC(CC)CCC(=O)Oc1cc(CNCCCN2CCN(CCCN)CC2)cc(OC(=O)CCC(CC)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,4-a2-9b2,2.0,7.0,6.448824518624765,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,102.18333,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
0.99207,CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCCCN2CCN(CCCN)CC2)c(OC(=O)C(C)CCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,4-a3-6b,3.0,5.0,6.516145737644414,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,99.20667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
1.0,CCCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCCC)c(CNCCCN2CCN(CCCN)CC2)c(OC(=O)C(C)CCCCC)c1,Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,Tox,3.044522437723423,1.0986122886681098,4-a3-7b,3.0,6.0,6.57653781184498,0.0,4.0,Xue_CAD_LNP,mRNA,HeLa,1.0,1.0,,0.0,100.96667,True,False,False,True,False,False,False,True,False,False,False,https://www.nature.com/articles/s41467-024-45422-9
